"X.1","X","ISBN","Title","Author","Year","Publisher","Description","Avg_Rating","Num_Pages","Ratings_Count","Text_Reviews_Count","freshNessFeature","characters","AuthorFansCount","AuthorRatings","AuthorWorksCount","ScoreList"
706,706,"0445407743","Murder For Christmas","Thomas Godfrey",1988,"Warner Books","Legendary writers such as Agatha Christie, Georges Simenon, Stanley Ellin, and Ellery Queen, and famous characters such as Sherlock Holmes, Lord Peter Wimsey, and Nero Wolfe are included in this collection of 14 timeless Yuletide tales of mystery, malice, and murder. ""A refreshingly unorthodox Christmas anthology"".--The Atlantic Monthly.",3.85,304,12,7,0,7,0,3.5325,5,-0.0166666666666667
707,707,"0445407867","Joey's Case (Mario Balzic Series)","K. C. Constantine",1989,"Warner Books","This latest in police procedural novels featuring Chief Mario Balzic pits the inquisitive investigator against the killer of his friend's son. ""Constantine presents a candidate for the best crime novel of the year"".--Kirkus Reviews.",3.7,216,50,2,0,1,NA,NA,NA,-0.216666666666667
708,708,"0445408073","Trust Me On This","Donald E. Westlake",1989,"Warner Books","When a serious young journalist discovers a bloody corpse on the way to her new job at a sleazy tabloid paper, she is soon dodging bullets and matching wits with her enigmatic publisher.",3.82,292,289,28,0,0,395,3.929,251,-0.45
709,709,"0445408324","The Big Nowhere","James Ellroy",1989,"Warner Books","The author of The Black Dahlia presents the powerful second novel in his L.A. Quartet. In The Big Nowhere, three men are caught up in a massive web of ambition, perversion and deceit. A remarkably vivid portrait of a remarkable time and place.",4.11,496,79,12,0,0,1771,3.943,79,0.483333333333333
710,710,"0445408448","Obedience (Dave Brandstetter Mystery)","Joseph Hansen",1989,"Warner Books","In this tenth novel in Joseph Hansen's acclaimed Dave Brandstetter detective series, Dave ventures into Los Angeles' Vietnamese subculture to prevent an innocent man from taking a murder rap. First-rate.--Time.",4.1,202,107,10,0,3,56,4.041,55,0.75
711,711,"0445408456","English Country House Murders","Thomas Godfrey",1990,"Warner Books","Nothing could seem more civilized, more orderly and sedate than a weekend at one of Great Britain's country estates. Yet these staid, conservative houses play host to a wider variety of murders than do the mean streets of America's darkest cities.<br /><br /><b>Contents:</b> The adventure of the Abbey Grange / Sir Arthur Conan Doyle — A marriage tragedy / Wilkie Collins — Lord Chizelrigg’s missing fortune / Robert Barr — The Fordwych Castle mystery / Emmuska, Baroness Orczy — The blue scarab / R. Austin Freeman — The doom of the Darnaways / G. K. Chesterton — The shadow on the glass / Dame Agatha Christie — The queen’s square / Dorothy L. Sayers — Death on the air / Dame Ngaio Marsh — The same to us / Margery Allingham — The Hunt Ball / Freeman Wills Crofts — The incautious burglar / John Dickson Carr — The long shot / Nicholas Blake — Jeeves and the stolen Venus / P. G. Wodehouse — Death in the sun / Michael Innes — An unlocked window / Ethel Lina White — The wood-for-the-trees / Philip MacDonald — The man on the roof / Christianna Brand — The death of Amy Robsart / Cyril Hare — Fen Hall / Ruth Rendell — A very desirable residence / P. D. James — The Worcester enigma / James Miles",3.96,NA,31,7,0,14,0,3.5325,5,-0.95
712,712,"0445408529","Suicide Hill","James Ellroy",1989,"Warner Books","Publisher's Weekly says Suicide Hill is a book that ""hurtles along with almost equal gore and slapstick ... L.A.'s sleazy sides are brilliantly drawn ... Ellroy can't write a dull line"".",3.46,NA,17,2,0,0,1771,3.943,79,-1.5
713,713,"0445408650","There's Something in a Sunday","Marcia Muller",1990,"Warner Books","It's a cold Sunday in San Francisco. Sharon McCone's alone on a routine surveillance job, following a man named Frank Wilkinson through the city's lush horticultural hot spots to the sere foothills of the Diablos. But when she returns to find her kindly old client in a pool of blood nothing she's learned explains it. The search for answers takes her from Wilkinson's sullen brood on Burning Oak Ranch, to the eccentric havoc of a household in the Haight, to Golden Gate Park and the desperate digs of the homeless. Unraveling the threads that link a homeless man, a pair of prominent activists, a wayward rancher, and a mysterious missing beauty, Sharon is plunged into the depths of domenstic mayhem...entering a realm where dreams shatter and marriage leads to bloody murder.",3.84,224,841,27,0,3,292,3.949,137,-1.37
714,714,"0445409002","Leave a Message for Willie","Marcia Muller",1990,"Warner Books","Amid the shifting world of San Francisco flea markets, shady vendors sell junk, precious antiques, and stolen goods side by side. Somewhere in the mix, a priceless collection of sacred Torah scrolls is gathering dust - and attracting a group of fanatical killers.<br /><p>When private investigator Sharon McCone helps one flea market kingpin fend off a stalker, she's drawn into the netherworld of deal-making and thievery, a dangerous milieu seldom seen by outsiders. For her client Willie Whelan, the sidewalk sales are a game: trick the customer, outsell the competition, and stay one step ahead of the cops. But Willie's enemies have something more sinister in mind - a conspiracy so heinous it threatens the religious artifacts, Willie's freedom, and McCone's life.</p>",3.83,224,950,20,0,4,292,3.949,137,-0.85
715,715,"0445409010","There's Nothing to Be Afraid Of","Marcia Muller",1990,"Warner Books","The Globe Apartments, six stories of decaying brick and concrete, rises above San Francisco's volatile Tenderloin district. The seedy former hotel, once a haven for the city's down and out, now houses Vietnamese families striving to improve their lives. But private eye Sharon McCone believes that someone from the Tenderloin's shadowy underworld is determined to drive the newcomers out. The suspects range from the colorful to the dangerous: a poetry-loving drifter, a mean-spirited preacher, a flower seller with a deadly touch, an enterprising photographer, and a developer who'd like nothing better than to unload his worst investment - the Globe Hotel.<br /><p>When the All Souls Legal Cooperative is called upon to stop the patterns of intimidation, resentment explodes into murder. As McCone takes up the refugees' cause, she is drawn into the depths of the city's most hated industry - and into the secrets of San Francisco's buried past.</p>",3.81,224,693,18,0,1,292,3.949,137,-0.6
716,716,"0445409029","Edwin of the Iron Shoes","Marcia Muller",1990,"Warner Books","It's Sharon McCone's first case as staff investigator for All Souls Legal Cooperative. She knows nothing about antiques, yet she has an affection for Salem Street with its charming mix of antique and curio shops. Now elderly dealer Joan Albritton has been found dead, stabbed with an antique dagger. <br /><br />Her neighbors are shocked. Recurring vandalism has them frightened. Ferreting out the facts will take Sharon from the chaotic jumble of the junk dealer's establishment to a museum where San Francisco's most elegant socialites gather. But it is not until she is alone in Joan's dark shop with Clothilde, the headless dressmaker's dummy; Bruno, the stuffed German shepherd; and Edwin, the little boy mannequin in the ornate iron shoes that she will have the chance to discover the murderous secret someone will kill -- and kill again -- to keep.",3.9,215,4518,98,0,4,292,3.949,137,-0.171428571428571
717,717,"0445409207","Mistletoe Mysteries","Charlotte MacLeod",1990,"Warner Books","Every one of the great detectives of literature, from Sherlock Holmes to Hercule Poirot to Nero Wolfe, has endured a holiday marred by murder. Now, modern mystery writers including Mary Higgins Clark, Marcia Muller, Aaron Elkins, and others place their detectives in a Yuletide setting for a special mix of murder and mistletoe.",3.6,249,175,11,0,3,83,3.913,72,0.7
718,718,"0445409215","New York Detective","William Marshall",1990,"Warner Books","Set in 1883, when the Brooklyn Bridge opens, this swashbuckling tale of crime and sleuthing travesties the old dime-novel thriller with its bravado and jingoist patriotism. At Niblo's Garden Theatre an aging stagehand is slain during a testimonial gun presentation to leading actor Quarternight (who will seek the U.S. presidency) while a holdup is foiled in the swank men's room -- a porcelain folly of dolphins and seashells. City Det. Virgil Tillman and his strongarm sidekick, tippling Patrolman Ned Muldoon, get on the case.",3.38,NA,12,0,0,0,11,3.968,55,-0.5375
719,719,"0446300004","Heat","William Goldman",1986,"Warner Books","Las Vegas security man Nick Escalante, an ex-Marine, chances on to a bizarre kidnapping threat and races into a night-time world of false identities, vicious grievances, and gruesome encounters.",3.34,244,214,12,0,1,1437,3.94,44,-5.1
720,720,"0446300101","The Beans of Egypt, Maine","Carolyn Chute",1986,"Warner Books","There are families like the Beans all over America. They live on the wrong side of town in mobile homes strung with Christmas lights all year around. The women are often pregnant, the men drunk and just out of jail, and the children too numerous to count. In the 'Beans of Egypt', Maine, we meet the God-fearing Earlene Pomerleau and experience her obsession for the whole swarming Bean tribe. There is cousin Rubie, a boozer and a brawler, tall Aunt Roberta, the earth mother surrounded by countless, clinging babies, and Beal, sensitive, often gentle, but doomed by the violence within him.",3.58,238,2071,196,0,1,42,2.32,13,-0.39
721,721,"0446301027","The Godforsaken","Chelsea Quinn Yarbro",1983,"Warner Books","Orig. title: The Godforsaken; this is the restored edition.<br /><br />The story of Prince Rolon, who challenges the power of the Grand Inquisitor of Spain, and how he triumphs over being both chosen and damned. A tale of action and romance.",3.43,393,43,9,0,0,267,3.983,198,0.983333333333333
